sdg_num,sdg_label,rank,journal,papers_in_sdg,sjr_quartile,citescore,citescore_year,citescore_tracker,citescore_tracker_year,sjr,snip,scimago_categories
17,Partnerships for the Goals,1,Plos One,5,Q1,4.8,2025,3.9,2026,0.726,1.081,Multidisciplinary (Q1)
17,Partnerships for the Goals,2,BMC Pregnancy and Childbirth,2,Q1,4.8,2025,3.7,2026,1.066,1.435,Obstetrics and Gynecology (Q1)
17,Partnerships for the Goals,3,Language Documentation and Conservation,2,Q1,1.5,2025,0.5,2026,0.370,0.496,Linguistics and Language (Q1); Library and Information Sciences (Q2); Computer Science Applications (Q3)
17,Partnerships for the Goals,4,Endangered Species Research,1,Q1,4.1,2025,3.4,2026,0.751,1.076,Ecology (Q1); Nature and Landscape Conservation (Q1)
17,Partnerships for the Goals,5,Journal of the American Medical Directors Association,1,Q1,5.8,2025,4.2,2026,1.205,1.242,Geriatrics and Gerontology (Q1); Health Policy (Q1); Medicine (miscellaneous) (Q1); Nursing (miscellaneous) (Q1)
17,Partnerships for the Goals,6,Journal of Documentation,1,Q1,5.7,2025,3.8,2026,0.692,1.634,Library and Information Sciences (Q1); Information Systems (Q2)
17,Partnerships for the Goals,7,Advances in Space Research,1,Q1,5.6,2025,4.8,2026,0.675,1.267,Aerospace Engineering (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Astronomy and Astrophysics (Q2); Atmospheric Science (Q2); Geophysics (Q2); Space and Planetary Science (Q2)
17,Partnerships for the Goals,8,Fisheries Research,1,Q1,4.5,2025,3.9,2026,0.752,1.197,Aquatic Science (Q1)
17,Partnerships for the Goals,9,Public Organization Review,1,Q1,3.6,2025,3.2,2026,0.459,0.931,"Law (Q1); Business, Management and Accounting (miscellaneous) (Q2)"
17,Partnerships for the Goals,10,Human Resources for Health,1,Q1,8.1,2025,6.7,2026,1.527,2.024,"Public Administration (Q1); Public Health, Environmental and Occupational Health (Q1)"
